Title,Question,Answer
What is the Eraserhead baby?,What parts on the baby moved?,CANNOTANSWER
What is the Eraserhead baby?,Why is the baby such a mystery?,o he prohibited any promotional photos of the baby and forced his SE crew to sign a release saying they could never talk about it
Explanation of Tata's words,"What did Tata mean when they said ""I hope you enjoy germany""","I've re-watched the scene and noticed that I missed an important detail. As I mentioned in my question, Tata seems to be emotionless during the short interaction itself, but when it ends we can"
Explanation of Tata's words,Did she recognize Murphy as a DEA agent?,"After sitting, she gives Murphy (now heading to the toilet) a long, angry look. This clearly proves that she knew who she was talking to and that she sarcastically commented the"
Explanation of Tata's words,How did Murphy react?,CANNOTANSWER
Explanation of Tata's words,Do you feel the scene is necessary?,I've re-watched the scene
Who did Cal Weaver remind Jacob of in Crazy Stupid Love?,Who did Cal Weaver remind Jacob of in Crazy Stupid Love?,I imagine that Jacob is referring to some aspect of himself. It could either be his 'past self
Who did Cal Weaver remind Jacob of in Crazy Stupid Love?,I am talking about when the first meet...is that what you are referring to?,e know that some part of him like that exists because he falls in love with Cal's dau
Who did Cal Weaver remind Jacob of in Crazy Stupid Love?,Are you sure Cal didn't remind Jacob of his father?,CANNOTANSWER
Who did Cal Weaver remind Jacob of in Crazy Stupid Love?,"No worries, do you know any other details about the movie?",it could be the nice and sentimental part of him that still exists in his character. (We know that some part of him like that exists because he falls in love with Cal's daughter
Who did Cal Weaver remind Jacob of in Crazy Stupid Love?,Do you think Cal was happy about that?,CANNOTANSWER
What does the ending scene in the movie Basic Instinct actually mean?,What does the ending scene in the movie Basic Instinct actually mean?,The last scene is to clear up who the killer is
What does the ending scene in the movie Basic Instinct actually mean?,Who caught the killer?,"The killer was never caught, but after the death of Beth and the evidence found at her house, it turned out that she is the killer"
What does the ending scene in the movie Basic Instinct actually mean?,Can you explain the the ending scene?,"In the end Catherine Tramell tries to pick up the ice pick in the sex scene which is her murder tool from the first kill, which signifies that she was the killer from the start"
What does the ending scene in the movie Basic Instinct actually mean?,Why a cliffhanger?,CANNOTANSWER
What does the ending scene in the movie Basic Instinct actually mean?,So the real killer is not caught after all?,CANNOTANSWER
Why did Ripley try to deactivate the self-destruct sequence at the end of Alien?,Why did Ripley try to deactivate the self-destruct sequence at the end of Alien?,"I am guessing that at that point she was going to turn off the self destruct, get in the pod and blast off and then just broadcast a warning about the ship's contents"
Why did Ripley try to deactivate the self-destruct sequence at the end of Alien?,Why would she want to do that though if he was dead anyway?,CANNOTANSWER
Why did Ripley try to deactivate the self-destruct sequence at the end of Alien?,Wouldn't the best option to just let the ship destruct and detroy the alien?,"The alien moved around the ship and although it was blocking her way out at the moment it would probably move, it was just a matter of her not getting caught"
Why did Ripley try to deactivate the self-destruct sequence at the end of Alien?,"Okay, is there anything else you can help me understand about the movie?","She was a fighter, giving in and commiting suicide was not in her nature"
Why did Ripley try to deactivate the self-destruct sequence at the end of Alien?,"Okay, so that explains why should would deactivate the self destruct sequence.",CANNOTANSWER
What is the significance of showing victims even before the attacks?,What is the significance of showing victims even before the attacks?,Because it provides a point of empathy and connection to the victims for the audience
What is the significance of showing victims even before the attacks?,What movies does this occur in?,CANNOTANSWER
What is the significance of showing victims even before the attacks?,What happens to the man's vehicle?,CANNOTANSWER
What is the significance of showing victims even before the attacks?,What happens after the attacks?,we do see their final stories at the end of the movie
What is the significance of showing victims even before the attacks?,Who are the main actors?,CANNOTANSWER
End of The Matrix Revolutions,End of The Matrix Revolutions,to by D
End of The Matrix Revolutions,Why was Neo blind?,CANNOTANSWER
End of The Matrix Revolutions,Why is Neo connected to all the machines in the Matrix?,"he needed to parley with Deus Ex Machina for peace. Secondly, he knew that by being directly connected to the mainframe, he could ensure that Smith would be destroyed no matter what"
End of The Matrix Revolutions,Why does Neo want to destroy Smith?,"Smith proved to be unbeatable, so Neo allowed Smith to absorb him, which directly connected Smith to the mainframe, allowing Deus Ex Machina to delete the Smith virus"
End of The Matrix Revolutions,Did Neo destroy the Matrix?,CANNOTANSWER
End of The Matrix Revolutions,Is the Matrix alive?,CANNOTANSWER
"Where did John Ryan pick up the nickname ""Jack""?","Where did John Ryan pick up the nickname ""Jack""?",Jack is simply a common nickname for John
"Where did John Ryan pick up the nickname ""Jack""?",Where did the name Ryan come from?,Ryan is Irish Catholic
"Where did John Ryan pick up the nickname ""Jack""?",Does he go by any other names?,"We can presume that his parents wanted to call him Jack but, being Catholic, baptized him with the name of a saint"
"Where did John Ryan pick up the nickname ""Jack""?",What else can you tell me about his name?,CANNOTANSWER
"Where did John Ryan pick up the nickname ""Jack""?",Does he go by the same name in the books and movie?,CANNOTANSWER
